timestep,temp_air,rh,wind_dir,wind_speed,dni,dhi
4195,7.0,93,280,4.1,0,0
4196,7.2,97,290,4.6,0,0
4197,6.0,93,290,3.6,0,0
4198,7.0,87,290,3.1,0,0
4199,6.4,86,280,2.6,0,0
4200,6.0,87,290,2.6,0,0
4201,6.0,93,280,2.6,0,0
4202,5.7,79,300,2.6,0,0
4203,5.0,100,300,2.6,0,0
4204,4.0,100,310,3.1,0,0
4205,4.0,97,310,2.1,0,0
4206,4.0,100,310,3.1,0,0
4207,5.0,93,320,2.6,0,0
4208,6.5,97,310,2.6,178,35
4209,10.0,93,280,3.1,477,77
4210,13.0,77,270,5.7,698,68
4211,14.0,63,280,6.7,772,72
4212,15.0,48,260,5.7,801,74
4213,14.0,51,260,5.1,795,73
4214,14.6,45,280,5.7,762,66
4215,14.0,41,290,5.1,649,66
4216,12.0,47,270,5.1,422,53
4217,9.0,57,280,2.1,0,16
4218,8.0,66,300,3.6,0,0
4219,7.0,76,300,3.1,0,0
4220,6.6,86,290,2.1,0,0
4221,5.0,93,0,0.0,0,0
4222,5.0,93,0,0.0,0,0
4223,4.6,96,0,0.0,0,0
4224,4.0,93,0,0.0,0,0
4225,4.0,93,0,0.0,0,0
4226,2.8,94,320,2.1,0,0
4227,2.0,100,300,2.1,0,0
4228,2.0,100,290,3.1,0,0
4229,2.0,97,290,2.6,0,0
4230,3.0,93,0,0.0,0,0
4231,2.0,100,0,0.0,0,0
4232,5.2,94,310,4.6,118,35
4233,8.0,81,290,5.7,372,105
4234,10.0,50,260,12.3,638,97
4235,10.0,42,260,12.3,794,68
4236,10.0,39,260,11.8,816,72
4237,10.0,36,250,11.8,813,70
4238,9.6,40,250,11.8,775,65
4239,8.0,42,260,10.8,656,64
4240,8.0,44,250,9.8,445,49
4241,7.2,45,250,9.8,0,17
4242,7.0,44,260,9.3,0,0
4243,7.0,40,250,10.3,0,0
4244,7.0,40,240,10.3,0,0
4245,6.0,39,240,11.8,0,0
4246,6.0,43,240,10.3,0,0
4247,5.7,49,240,12.3,0,0
4248,6.0,51,240,10.8,0,0
4249,5.0,65,240,10.3,0,0
4250,4.9,71,240,10.3,0,0
4251,5.0,70,240,8.2,0,0
4252,4.0,75,250,7.7,0,0
4253,4.0,81,250,6.7,0,0
4254,4.0,69,250,6.7,0,0
4255,3.0,74,250,6.7,0,0
4256,4.2,69,260,4.6,175,36
4257,5.0,75,260,7.7,463,83
4258,6.0,55,250,8.2,719,66
4259,6.4,55,250,8.2,793,68
4260,7.0,52,250,9.3,814,72
4261,7.0,76,260,9.3,797,73
4262,6.4,48,260,9.3,776,65
4263,6.0,51,270,10.3,668,63
4264,5.0,55,270,8.2,433,52
4265,3.3,57,280,4.1,0,17
4266,1.0,67,0,0.0,0,0
4267,0.0,72,300,2.6,0,0
4268,-0.9,80,300,3.1,0,0
4269,-1.0,85,0,0.0,0,0
4270,-2.0,92,310,2.6,0,0
4271,-2.0,85,0,0.0,0,0
4272,-3.0,92,0,0.0,0,0
4273,-3.0,92,310,3.6,0,0
4274,-2.6,93,300,3.1,0,0
4275,-2.9,93,310,3.1,0,0
4276,-3.0,92,310,3.6,0,0
4277,-3.0,92,310,3.1,0,0
4278,-2.0,92,310,3.6,0,0
4279,-2.0,92,320,3.1,0,0
4280,-0.6,91,310,4.6,26,35
4281,3.0,74,300,8.2,119,114
4282,7.0,37,270,8.2,584,122
4283,9.0,49,260,6.7,220,211
4284,8.0,52,270,7.2,630,164
4285,9.0,49,260,8.2,223,227
4286,8.0,54,280,8.2,518,154
4287,9.0,61,270,8.7,649,65
4288,8.0,66,270,8.7,127,71
4289,7.2,61,260,6.7,0,16
4290,7.0,48,260,7.2,0,0
4291,6.0,60,270,4.1,0,0
4292,3.7,80,290,3.6,0,0
4293,6.0,75,260,6.2,0,0
4294,5.0,81,270,4.6,0,0
4295,4.7,77,260,5.1,0,0
4296,1.0,93,310,3.6,0,0
4297,1.0,93,320,3.1,0,0
4298,-0.6,97,310,2.6,0,0
4299,0.5,97,310,4.1,0,0
4300,0.0,92,310,3.6,0,0
4301,0.0,100,310,4.1,0,0
4302,3.0,68,280,8.2,0,0
4303,3.0,68,280,8.2,0,0
4304,3.4,79,290,6.7,173,36
4305,6.0,75,290,7.7,493,75
4306,9.0,66,270,9.3,715,65
4307,10.8,56,270,8.2,785,69
4308,12.0,50,280,10.3,806,73
4309,12.0,47,260,9.8,802,72
4310,12.0,44,270,8.2,769,66
4311,11.0,43,280,8.7,677,59
4312,10.0,46,280,6.7,433,53
4313,7.0,56,270,4.6,0,17
4314,5.0,81,290,3.6,0,0
4315,4.0,81,290,3.1,0,0
4316,3.1,89,290,3.6,0,0
4317,3.0,93,290,3.1,0,0
4318,3.0,93,300,3.1,0,0
4319,1.9,97,300,3.6,0,0
4320,2.0,100,300,3.1,0,0
4321,2.0,100,300,3.6,0,0
4322,2.0,100,290,4.1,0,0
4323,2.0,100,290,3.6,0,0
4324,2.0,100,290,4.1,0,0
4325,1.2,97,280,3.6,0,0
4326,1.0,100,280,3.6,0,0
4327,1.0,100,280,3.6,0,0
4328,3.8,97,290,3.6,178,35
4329,7.0,87,290,4.6,486,76
4330,9.0,71,290,6.7,712,65
4331,11.6,55,280,7.2,783,70
4332,14.0,41,290,7.7,808,74
4333,14.0,38,290,8.7,805,72
4334,15.0,27,280,10.8,779,65
4335,15.0,28,180,9.3,672,63
4336,13.0,32,280,9.3,441,53
4337,10.1,35,290,5.7,0,18
4338,8.0,47,290,4.1,0,0
4339,7.9,52,300,4.6,0,0
4340,7.5,57,300,5.7,0,0
4341,7.2,63,300,5.7,0,0
4342,7.2,70,300,5.1,0,0
4343,7.8,79,300,4.1,0,0
4344,8.9,87,250,3.1,0,0
4345,10.1,93,240,6.2,0,0
4346,11.1,97,260,4.1,0,0
4347,11.7,98,210,7.2,0,0
4348,11.7,99,210,5.1,0,0
4349,11.6,100,220,5.1,0,0
4350,11.0,87,210,4.1,0,0
4351,11.0,87,220,4.6,0,0
4352,11.2,81,210,5.7,29,34
4353,12.0,71,200,6.2,112,114
4354,13.0,62,190,5.7,155,183
4355,13.0,56,200,5.1,139,249
4356,14.0,47,200,7.7,143,275
4357,14.0,51,220,7.7,142,268
4358,12.8,54,220,6.2,137,229
4359,12.0,62,230,6.7,121,164
4360,12.0,62,250,3.1,128,73
4361,10.6,68,240,4.1,0,13
4362,11.0,66,240,5.7,0,0
4363,10.0,76,240,5.1,0,0
4364,8.8,80,260,4.1,0,0
4365,9.0,81,250,5.1,0,0
4366,8.0,87,250,4.1,0,0
4367,7.2,86,310,4.1,0,0
4368,8.0,93,310,1.5,0,0
4369,7.0,100,220,7.7,0,0
4370,7.6,90,210,6.2,0,0
4371,7.0,87,160,4.1,0,0
4372,8.0,87,220,8.2,0,0
4373,8.6,77,210,9.3,0,0
4374,8.0,71,220,9.3,0,0
4375,8.0,71,220,9.3,0,0
4376,8.2,67,230,10.3,121,35
4377,9.0,61,230,10.3,436,75
4378,9.0,66,230,9.3,590,97
4379,9.4,62,240,9.3,723,85
4380,10.0,62,240,10.3,655,115
4381,9.0,66,250,9.3,449,178
4382,9.2,66,260,11.3,213,195
4383,9.1,64,260,10.8,374,119
4384,9.0,66,250,10.3,352,60
4385,8.5,62,250,8.2,0,18
4386,9.0,61,250,7.2,0,0
4387,8.0,57,270,8.2,0,0
4388,6.2,64,270,6.2,0,0
4389,3.0,77,310,4.1,0,0
4390,3.0,73,300,4.1,0,0
4391,2.2,75,320,4.1,0,0
4392,1.0,74,340,4.1,0,0
4393,0.0,85,330,4.1,0,0
4394,-0.6,73,340,4.1,0,0
4395,-1.0,85,330,4.1,0,0
4396,-1.0,85,330,4.1,0,0
4397,-0.6,80,330,5.1,0,0
4398,-1.0,85,330,6.2,0,0
4399,-1.0,78,320,5.7,0,0
4400,1.0,76,320,5.1,180,36
4401,5.0,65,320,8.2,472,83
4402,7.0,52,340,8.8,723,66
4403,9.0,49,340,9.8,795,69
4404,10.0,46,330,9.8,815,73
4405,11.0,43,340,7.2,810,72
4406,11.6,42,340,8.2,776,66
4407,12.0,44,340,7.7,670,64
4408,10.0,50,360,7.7,445,53
4409,7.8,60,10,6.7,0,19
4410,7.0,66,10,6.7,0,0
4411,6.0,65,10,7.7,0,0
4412,5.2,69,10,8.2,0,0
4413,5.0,65,10,7.7,0,0
4414,4.0,64,10,7.2,0,0
4415,4.0,63,360,8.2,0,0
4416,4.0,63,10,8.2,0,0
4417,3.0,69,10,6.2,0,0
4418,0.6,86,350,6.2,0,0
4419,0.0,60,360,5.1,0,0
4420,0.0,79,330,3.1,0,0
4421,-1.0,84,320,4.1,0,0
4422,-1.0,85,340,4.1,0,0
4423,0.1,80,350,5.1,0,0
4424,1.2,78,350,4.1,180,36
4425,5.0,69,330,6.2,467,84
4426,8.0,61,300,10.3,692,69
4427,7.8,72,260,12.9,540,140
4428,7.0,81,240,12.9,469,174
4429,8.0,76,250,11.3,349,201
4430,7.4,90,250,10.3,197,203
4431,7.7,84,250,11.4,122,166
4432,8.0,71,230,12.4,133,74
4433,6.2,86,230,11.3,0,14
4434,8.0,71,220,16.5,0,0
4435,8.0,66,220,17.5,0,0
4436,7.6,67,230,18.5,0,0
4437,8.0,66,240,13.4,0,0
4438,7.0,70,240,10.3,0,0
4439,6.8,68,230,10.3,0,0
4440,7.0,66,240,11.3,0,0
4441,6.0,81,270,11.3,0,0
4442,5.8,78,260,12.3,0,0
4443,6.0,75,250,13.4,0,0
4444,6.0,75,260,12.4,0,0
4445,6.0,75,250,13.4,0,0
4446,6.0,75,250,14.4,0,0
4447,6.0,81,250,14.4,0,0
4448,5.8,78,240,13.4,33,35
4449,7.0,70,230,13.4,117,116
4450,7.0,76,230,12.9,159,184
4451,7.9,66,230,13.4,142,251
4452,9.0,61,230,12.9,144,278
4453,9.0,61,230,12.4,144,271
4454,7.2,72,240,12.3,139,232
4455,7.0,70,230,10.3,269,129
4456,8.0,71,310,11.8,179,77
4457,8.0,66,210,9.8,0,16
4458,7.0,70,210,9.8,0,0
4459,7.0,76,200,6.2,0,0
4460,7.4,74,210,7.7,0,0
4461,7.0,76,210,9.3,0,0
4462,7.0,76,210,9.3,0,0
4463,6.8,76,220,7.2,0,0
4464,6.0,75,220,5.1,0,0
4465,7.0,76,220,6.2,0,0
4466,7.8,76,240,5.1,0,0
4467,7.0,76,210,6.2,0,0
4468,7.0,76,230,4.1,0,0
4469,7.0,86,0,0.0,0,0
4470,8.0,71,190,7.7,0,0
4471,8.0,66,180,6.7,0,0
4472,8.2,67,200,5.7,0,16
4473,9.0,66,180,6.2,12,95
4474,9.0,66,190,6.2,109,168
4475,9.2,62,180,5.7,219,214
4476,10.0,62,200,5.1,143,278
4477,9.0,61,180,5.1,144,272
4478,9.2,64,170,4.6,139,233
4479,9.0,66,180,5.1,124,168
4480,9.0,61,150,4.1,137,76
4481,8.0,69,170,4.1,0,15
4482,7.0,76,170,2.1,0,0
4483,6.0,75,190,2.1,0,0
4484,6.4,78,0,0.0,0,0
4485,7.0,81,0,0.0,0,0
4486,8.0,76,0,0.0,0,0
4487,8.0,79,120,2.1,0,0
4488,8.0,81,90,3.1,0,0
4489,5.0,87,10,2.1,0,0
4490,4.0,100,0,0.0,0,0
4491,4.0,93,290,3.1,0,0
4492,3.0,93,300,3.1,0,0
4493,3.0,100,300,2.1,0,0
4494,3.0,100,330,2.1,0,0
4495,4.0,93,330,2.6,0,0
4496,5.2,93,320,3.1,0,16
4497,7.0,93,40,2.6,9,95
4498,9.0,87,50,3.1,106,169
4499,10.2,78,160,3.1,213,215
4500,11.0,71,130,4.6,554,182
4501,11.0,71,140,3.1,740,102
4502,11.2,72,130,4.1,762,69
4503,11.0,76,150,4.1,669,63
4504,10.0,82,150,3.1,459,52
4505,9.0,87,0,0.0,0,21
4506,9.0,87,140,3.1,0,0
4507,9.0,93,150,2.6,0,0
4508,8.8,92,120,1.5,0,0
4509,9.0,87,100,2.6,0,0
4510,9.0,87,100,3.1,0,0
4511,8.0,92,70,2.1,0,0
4512,3.0,100,60,2.1,0,0
4513,2.0,100,0,0.0,0,0
4514,3.6,100,50,3.1,0,0
4515,4.0,100,20,2.1,0,0
4516,1.0,100,360,4.1,0,0
4517,1.0,93,20,3.6,0,0
4518,1.0,93,30,2.1,0,0
4519,1.0,100,90,2.6,0,0
4520,2.8,100,0,0.0,0,17
4521,5.0,100,50,2.1,9,96
4522,7.0,100,50,2.1,106,169
4523,7.4,97,40,2.1,212,216
4524,11.0,87,0,0.0,574,178
4525,12.0,82,130,3.1,781,81
4526,10.8,86,140,4.1,757,71
4527,10.0,87,130,4.1,665,64
4528,9.0,93,130,3.6,414,57
4529,8.8,97,120,3.1,0,15
4530,8.0,100,110,3.6,0,0
4531,8.0,100,110,5.1,0,0
4532,8.6,100,100,4.1,0,0
4533,9.0,100,100,3.1,0,0
4534,9.0,100,0,0.0,0,0
4535,6.2,100,0,0.0,0,0
4536,5.0,93,40,3.6,0,0
4537,4.0,100,30,2.6,0,0
4538,5.0,97,40,4.1,0,0
4539,5.0,93,30,5.1,0,0
4540,5.0,100,40,4.6,0,0
4541,5.4,95,30,5.1,0,0
4542,4.0,100,30,5.1,0,0
4543,4.0,100,30,5.1,0,0
4544,5.2,97,30,7.2,190,36
4545,7.0,93,30,7.2,494,77
4546,10.0,93,30,5.1,706,68
4547,13.0,79,30,6.7,772,74
4548,15.0,63,10,5.1,796,78
4549,17.0,55,10,4.6,791,77
4550,16.0,57,360,5.1,748,73
4551,15.0,63,10,3.1,662,65
4552,13.0,82,130,3.1,466,51
4553,11.6,88,120,4.1,0,22
4554,11.0,94,100,2.1,0,0
4555,10.0,93,80,2.6,0,0
4556,9.6,87,60,3.6,0,0
4557,9.0,87,40,4.6,0,0
4558,9.0,87,40,5.1,0,0
4559,8.8,92,50,4.6,0,0
4560,7.0,87,40,4.1,0,0
4561,8.0,93,50,4.1,0,0
4562,6.4,95,30,3.1,0,0
4563,6.0,100,40,3.6,0,0
4564,7.0,93,30,3.1,0,0
4565,6.8,97,50,5.1,0,0
4566,5.0,100,20,4.1,0,0
4567,6.0,93,30,4.1,0,0
4568,8.0,95,30,4.1,169,36
4569,10.0,87,40,5.1,445,83
4570,12.0,82,20,4.6,645,81
4571,14.4,73,30,5.1,710,89
4572,16.0,68,40,3.1,728,96
4573,16.0,68,40,4.1,724,95
4574,14.6,80,130,3.1,705,80
4575,14.0,82,120,3.6,585,78
4576,13.0,82,110,3.1,364,63
4577,12.2,91,90,2.6,0,20
4578,12.0,88,110,3.1,0,0
4579,11.0,94,100,2.6,0,0
4580,10.0,93,50,3.1,0,0
4581,10.0,93,70,2.1,0,0
4582,10.0,93,60,4.1,0,0
4583,9.4,97,80,3.1,0,0
4584,9.0,100,70,3.1,0,0
4585,9.0,93,60,3.1,0,0
4586,9.2,97,60,5.1,0,0
4587,9.0,100,50,7.2,0,0
4588,9.0,93,30,6.2,0,0
4589,8.4,97,30,6.2,0,0
4590,8.0,100,20,4.1,0,0
4591,7.0,100,30,4.6,0,0
4592,8.4,99,30,4.6,35,36
4593,10.0,100,40,5.7,112,118
4594,11.0,94,40,5.7,152,188
4595,13.8,81,40,5.1,134,255
4596,16.0,72,50,4.6,145,278
4597,18.0,59,40,5.7,137,277
4598,17.4,56,30,6.7,135,238
4599,17.0,63,50,4.6,120,173
4600,15.0,77,130,4.6,137,79
4601,13.2,87,130,3.6,0,16
4602,12.0,94,120,3.1,0,0
4603,12.0,100,90,3.1,0,0
4604,12.1,91,70,3.1,0,0
4605,11.0,94,50,5.1,0,0
4606,11.0,94,70,3.1,0,0
4607,11.0,95,60,3.1,0,0
4608,11.0,94,90,4.1,0,0
4609,11.0,94,70,4.1,0,0
4610,10.6,93,40,3.1,0,0
4611,10.0,93,40,4.1,0,0
4612,10.0,93,50,4.1,0,0
4613,10.4,93,40,6.2,0,0
4614,10.0,93,50,6.2,0,0
4615,10.0,93,30,5.1,0,0
4616,11.5,88,30,5.1,35,37
4617,13.0,88,30,4.1,238,101
4618,14.0,94,70,5.7,420,128
4619,16.2,71,50,5.7,554,133
4620,17.0,68,20,4.6,676,116
4621,18.0,59,50,3.1,745,91
4622,16.8,70,140,5.7,757,68
4623,15.0,82,130,4.1,671,62
4624,15.0,82,0,0.0,452,57
4625,14.0,88,0,0.0,15,23
4626,13.5,86,0,2.1,0,0
4627,13.0,88,30,4.1,0,0
4628,12.6,91,20,2.1,0,0
4629,11.0,100,0,0.0,0,0
4630,11.0,100,60,3.1,0,0
4631,8.6,97,20,2.1,0,0
4632,10.0,100,60,4.1,0,0
4633,9.0,100,0,0.0,0,0
4634,9.0,97,0,0.0,0,0
4635,5.0,100,330,3.1,0,0
4636,6.0,100,20,2.1,0,0
4637,6.2,100,20,2.1,0,0
4638,4.0,100,60,4.1,0,0
4639,6.0,100,20,2.6,0,0
4640,6.4,100,330,3.1,199,37
4641,9.0,100,360,4.6,492,79
4642,10.0,100,10,4.6,707,69
4643,12.0,94,10,2.6,786,67
4644,15.0,82,350,2.6,791,76
4645,18.0,68,0,0.0,743,85
4646,15.6,78,140,2.6,536,129
4647,15.0,82,0,0.0,590,84
4648,16.0,77,0,0.0,454,57
4649,13.0,88,190,2.1,15,24
4650,13.0,82,0,0.0,0,0
4651,11.0,94,0,0.0,0,0
4652,10.4,95,350,4.1,0,0
4653,11.0,94,360,4.6,0,0
4654,10.0,93,340,4.6,0,0
4655,10.2,90,330,5.1,0,0
4656,10.0,87,340,5.1,0,0
4657,10.0,100,330,6.2,0,0
4658,11.0,99,270,6.2,0,0
4659,12.0,94,260,6.2,0,0
4660,9.0,87,280,5.1,0,0
4661,7.0,93,320,5.1,0,0
4662,6.0,100,300,4.1,0,0
4663,5.0,100,300,3.9,0,0
4664,7.2,95,300,3.6,202,38
4665,11.0,76,240,6.7,500,79
4666,12.0,67,240,7.7,721,67
4667,13.0,62,210,3.1,786,73
4668,13.0,58,230,8.2,809,78
4669,13.0,58,230,7.7,805,76
4670,13.0,60,240,8.2,773,70
4671,13.0,62,230,7.7,688,63
4672,11.0,71,220,5.1,486,53
4673,9.8,76,240,3.1,40,24
4674,8.0,81,310,2.6,0,0
4675,7.0,87,310,4.1,0,0
4676,7.0,87,320,2.1,0,0
4677,6.0,93,280,2.1,0,0
4678,6.0,100,0,0.0,0,0
4679,5.7,95,0,0.0,0,0
4680,4.0,100,330,3.1,0,0
4681,4.0,93,340,4.1,0,0
4682,3.4,97,340,3.6,0,0
4683,3.0,100,350,3.1,0,0
4684,3.0,100,330,4.1,0,0
4685,1.8,93,350,4.1,0,0
4686,1.0,93,360,4.1,0,0
4687,1.0,93,10,3.1,0,0
4688,3.0,87,360,4.1,202,39
4689,6.0,81,360,4.1,512,78
4690,10.0,71,10,4.1,726,67
4691,12.0,58,20,4.1,793,72
4692,13.0,54,20,5.1,812,77
4693,14.0,51,10,5.1,809,76
4694,15.0,45,20,4.1,781,69
4695,15.0,44,10,4.1,699,62
4696,14.0,47,30,4.1,498,53
4697,12.0,58,40,3.1,51,24
4698,10.0,66,40,4.1,0,0
4699,7.0,87,60,4.1,0,0
4700,7.0,76,60,4.1,0,0
4701,7.0,76,40,4.1,0,0
4702,7.0,76,50,5.1,0,0
4703,6.4,78,40,5.1,0,0
4704,6.0,75,30,6.2,0,0
4705,6.0,75,30,7.2,0,0
4706,5.0,83,10,7.2,0,0
4707,4.0,87,20,6.2,0,0
4708,4.0,87,20,6.2,0,0
4709,3.6,84,20,7.2,0,0
4710,3.3,100,30,5.7,0,0
4711,3.0,87,10,6.2,0,1
4712,5.4,77,20,7.2,214,38
4713,9.0,71,20,7.7,512,78
4714,13.0,58,30,8.2,727,67
4715,16.0,43,20,8.2,796,72
4716,18.0,42,360,7.2,811,78
4717,20.0,37,360,4.6,808,77
4718,20.8,35,30,5.7,779,70
4719,21.0,35,360,5.1,696,63
4720,14.0,77,180,4.6,496,52
4721,13.0,82,160,3.1,58,24
4722,12.0,88,110,3.6,0,0
4723,12.0,76,110,3.1,0,0
4724,12.2,76,100,3.6,0,0
4725,12.0,71,60,4.6,0,0
4726,11.0,76,40,4.1,0,0
4727,10.8,70,20,4.1,0,0
4728,10.0,71,20,4.1,0,0
4729,10.0,71,10,6.2,0,0
4730,10.6,65,10,7.2,0,0
4731,11.0,62,10,6.2,0,0
4732,10.0,62,360,6.2,0,0
4733,9.4,76,360,7.2,0,0
4734,8.0,87,10,7.2,0,0
4735,8.0,81,10,6.2,0,1
4736,9.6,78,10,6.7,214,39
4737,13.0,72,10,6.2,504,80
4738,16.0,63,10,4.1,718,69
4739,19.0,57,360,5.1,777,76
4740,21.0,56,360,5.1,811,73
4741,22.0,50,10,6.2,810,71
4742,22.5,46,10,5.1,764,74
4743,23.0,50,30,4.1,693,61
4744,22.0,53,50,4.1,475,58
4745,19.0,64,50,4.1,67,24
4746,17.0,72,100,4.1,0,0
4747,16.0,77,80,2.6,0,0
4748,14.4,77,60,4.1,0,0
4749,14.0,77,60,7.2,0,0
4750,14.0,72,50,6.2,0,0
4751,12.2,76,40,4.6,0,0
4752,12.0,71,40,5.7,0,0
4753,12.0,71,10,8.2,0,0
4754,13.8,59,20,8.7,0,0
4755,12.0,67,20,8.2,0,0
4756,11.0,71,10,6.2,0,0
4757,11.8,67,20,7.7,0,0
4758,10.0,76,360,6.7,0,0
4759,10.0,76,20,7.2,0,1
4760,11.8,73,30,7.7,43,40
4761,15.0,67,10,8.2,258,102
4762,17.0,63,10,7.7,404,143
4763,20.2,54,360,7.7,526,153
4764,23.0,47,360,7.7,656,156
4765,24.0,44,350,7.7,810,71
4766,24.5,44,350,7.2,778,66
4767,25.0,44,10,6.7,693,61
4768,23.0,53,360,4.1,474,59
4769,20.2,61,360,3.6,79,24
4770,18.6,69,360,4.4,0,0
4771,17.0,72,20,5.1,0,0
4772,17.4,75,40,5.1,0,0
4773,16.0,77,220,4.1,0,0
4774,17.0,72,0,0.0,0,0
4775,17.0,72,0,0.0,0,0
4776,15.0,82,0,0.0,0,0
4777,14.0,82,160,3.1,0,0
4778,13.0,89,150,3.1,0,0
4779,12.0,94,140,4.1,0,0
4780,12.0,94,140,3.1,0,0
4781,12.0,94,140,4.1,0,0
4782,11.0,100,140,3.1,0,0
4783,11.0,100,150,3.1,0,1
4784,12.2,98,130,4.1,45,40
4785,13.0,94,110,5.1,354,97
4786,15.0,82,80,4.1,413,139
4787,16.0,77,80,4.1,352,191
4788,16.0,82,130,4.1,200,257
4789,15.0,82,110,4.1,117,245
4790,15.0,82,120,5.1,26,196
4791,14.0,88,120,4.1,0,98
4792,12.0,100,120,5.1,0,51
4793,12.0,100,110,4.1,0,9
4794,12.0,100,100,4.1,0,0
4795,13.0,100,110,3.6,0,0
4796,13.2,98,0,0.0,0,0
4797,10.0,93,30,4.1,0,0
4798,15.0,82,60,6.2,0,0
4799,15.0,77,50,6.2,0,0
4800,15.0,72,50,7.7,0,0
4801,14.0,77,50,6.2,0,0
4802,13.6,75,50,5.1,0,0
4803,13.0,72,40,6.2,0,0
4804,13.0,72,30,7.2,0,0
4805,14.0,73,40,7.7,0,0
4806,15.0,67,30,10.3,0,0
4807,15.0,63,20,9.3,0,1
4808,16.0,65,20,9.3,41,42
4809,14.0,88,330,5.1,86,110
4810,15.0,88,360,5.1,23,164
4811,14.4,94,60,10.3,0,143
4812,15.0,94,10,7.2,177,313
4813,16.0,88,330,7.7,569,176
4814,14.8,88,300,8.2,765,69
4815,16.0,72,290,11.3,695,62
4816,15.0,72,290,10.3,489,57
4817,13.0,77,300,7.2,102,24
4818,13.0,90,300,8.2,0,0
4819,13.0,77,290,9.3,0,0
4820,12.0,82,270,9.3,0,0
4821,11.0,82,270,8.2,0,0
4822,12.0,71,270,8.2,0,0
4823,12.0,71,300,7.2,0,0
4824,11.0,76,280,9.3,0,0
4825,10.0,82,290,10.3,0,0
4826,9.6,83,290,10.3,0,0
4827,9.0,87,290,9.3,0,0
4828,9.0,87,280,10.3,0,0
4829,10.0,76,270,10.3,0,0
4830,9.0,81,270,13.4,0,0
4831,9.0,81,270,11.8,0,1
4832,8.8,85,260,13.9,0,20
4833,9.0,81,270,13.4,0,69
4834,9.2,90,270,11.4,0,114
4835,9.5,92,270,9.3,0,145
4836,10.0,93,270,10.8,0,160
4837,10.0,100,260,10.3,0,157
4838,11.4,88,250,9.8,0,136
4839,11.0,94,250,10.8,0,100
4840,11.0,94,240,10.8,0,53
4841,11.0,87,240,11.3,0,9
4842,12.0,82,230,10.8,0,0
4843,12.0,82,230,6.2,0,0
4844,11.6,86,220,7.2,0,0
4845,11.0,87,230,7.2,0,0
4846,11.0,87,220,9.3,0,0
4847,10.6,90,230,8.2,0,0
4848,10.0,100,230,6.2,0,0
4849,10.0,100,210,6.2,0,0
4850,10.4,97,220,6.2,0,0
4851,10.0,100,200,5.1,0,0
4852,11.0,94,210,5.1,0,0
4853,11.0,94,220,4.1,0,0
4854,11.0,94,190,4.1,0,0
4855,10.0,100,190,4.1,0,1
4856,11.2,93,180,4.1,189,43
4857,12.0,88,190,5.7,483,76
4858,12.0,88,170,6.2,564,108
4859,12.6,82,180,6.2,546,146
4860,13.0,82,160,5.1,670,134
4861,13.0,77,110,5.1,766,93
4862,12.0,82,120,5.1,760,78
4863,12.0,82,130,4.1,684,69
4864,12.0,82,120,5.1,492,59
4865,11.0,88,140,3.1,126,23
4866,10.0,93,120,4.1,0,0
4867,11.0,94,130,4.6,0,0
4868,10.4,95,120,4.1,0,0
4869,10.0,100,110,3.6,0,0
4870,10.0,100,100,4.1,0,0
4871,10.0,93,90,3.1,0,0
4872,8.0,100,70,3.1,0,0
4873,8.0,93,60,3.1,0,0
4874,8.0,93,80,4.1,0,0
4875,8.0,93,90,4.1,0,0
4876,9.0,81,90,4.1,0,0
4877,7.8,90,40,4.6,0,0
4878,8.0,87,70,3.1,0,0
4879,7.0,100,0,0.0,0,0
4880,8.2,92,90,2.6,0,21
4881,9.0,93,80,5.7,0,70
4882,10.0,93,110,5.1,0,115
4883,10.0,93,0,0.0,0,147
4884,10.0,100,90,6.2,0,162
4885,10.0,100,120,4.1,0,159
4886,10.0,100,210,5.1,0,138
4887,10.0,100,90,10.3,0,101
4888,10.5,91,90,8.7,0,54
4889,11.0,94,90,7.2,0,10
4890,11.0,94,60,7.2,0,0
4891,12.0,88,50,9.3,0,0
4892,11.6,90,40,10.3,0,0
4893,11.0,100,50,10.3,0,0
4894,11.0,100,10,8.2,0,0
4895,11.4,97,10,7.2,0,0
4896,12.0,100,360,7.2,0,0
4897,12.0,100,320,7.2,0,0
4898,11.6,97,300,6.7,0,0
4899,11.0,100,280,9.3,0,0
4900,10.9,94,300,9.3,0,0
4901,10.8,90,300,8.2,0,0
4902,10.0,93,290,10.3,0,0
4903,10.0,87,290,10.3,0,0
4904,10.0,87,290,10.3,0,22
4905,11.0,94,290,9.8,0,70
4906,11.0,82,280,13.4,0,116
4907,11.0,82,280,12.4,208,236
4908,11.0,76,280,13.9,139,304
4909,11.0,76,270,13.9,138,298
4910,10.8,76,280,15.4,135,259
4911,11.0,76,270,12.4,123,192
4912,11.0,76,270,12.9,145,93
4913,11.3,80,280,8.7,0,23
4914,11.0,82,270,9.3,0,0
4915,11.0,82,270,11.3,0,0
4916,10.6,83,270,8.2,0,0
4917,11.0,82,270,10.3,0,0
4918,11.0,82,250,9.3,0,0
4919,10.4,84,260,10.3,0,0
4920,10.0,82,250,9.3,0,0
4921,10.0,82,250,10.3,0,0
4922,9.8,80,260,6.2,0,0
4923,9.0,87,250,7.2,0,0
4924,9.0,87,340,6.2,0,0
4925,9.0,87,240,7.2,0,0
4926,9.0,81,230,5.1,0,0
4927,9.0,81,190,7.2,0,1
4928,10.1,74,210,8.2,45,46
