timestep,temp_air,rh,wind_dir,wind_speed,dni,dhi
1969,20.0,94,60,10.3,0,0
1970,19.6,99,110,9.3,0,0
1971,19.0,100,90,7.2,0,0
1972,19.0,100,70,5.1,0,0
1973,19.0,98,0,0.0,0,0
1974,19.0,94,0,0.0,0,0
1975,20.0,100,150,4.6,27,44
1976,20.1,92,150,6.0,274,134
1977,20.2,92,150,7.5,446,166
1978,20.3,92,150,8.9,194,311
1979,20.4,91,120,10.3,7,220
1980,21.0,83,120,10.3,41,347
1981,21.0,83,120,10.3,130,377
1982,21.0,83,120,10.3,205,356
1983,21.0,83,100,8.8,126,327
1984,21.0,83,120,10.3,119,213
1985,20.4,84,110,8.7,55,104
1986,20.0,83,130,11.3,0,11
1987,20.0,83,120,10.3,0,0
1988,19.8,84,120,10.3,0,0
1989,20.0,83,120,10.3,0,0
1990,20.0,83,120,10.3,0,0
1991,19.6,80,120,13.4,0,0
1992,19.0,83,110,10.3,0,0
1993,19.1,79,110,11.0,0,0
1994,19.2,77,110,11.8,0,0
1995,19.0,78,100,9.3,0,0
1996,19.0,78,130,9.3,0,0
1997,18.4,80,120,8.2,0,0
1998,18.0,83,120,9.3,0,0
1999,19.0,78,120,8.8,0,41
2000,19.0,78,100,10.3,271,116
2001,20.0,73,110,10.3,468,186
2002,20.0,73,110,8.8,695,161
2003,20.0,73,110,10.3,782,159
2004,20.0,73,110,9.3,842,137
2005,21.0,73,110,9.3,836,137
2006,20.8,73,100,9.3,786,145
2007,20.9,73,100,8.2,711,135
2008,21.0,73,110,7.2,537,132
2009,20.4,76,110,9.3,240,102
2010,20.0,78,110,8.2,0,18
2011,20.0,68,90,7.7,0,0
2012,19.0,77,90,8.2,0,0
2013,18.0,83,80,6.2,0,0
2014,17.2,87,80,6.2,0,0
2015,16.4,92,70,6.2,0,0
2016,16.0,88,70,5.1,0,0
2017,16.0,94,70,5.1,0,0
2018,17.0,86,70,5.1,0,0
2019,16.0,94,40,7.2,0,0
2020,17.0,88,40,8.2,0,0
2021,18.4,85,40,8.2,0,0
2022,19.0,83,40,8.2,0,0
2023,19.0,83,10,10.3,18,42
2024,21.0,78,10,11.8,306,127
2025,21.7,78,10,10.8,601,123
2026,22.5,77,10,9.7,410,254
2027,23.2,76,10,8.7,3,221
2028,24.0,78,10,11.8,5,236
2029,25.0,74,10,12.9,5,233
2030,22.2,90,10,7.2,4,209
2031,22.0,94,360,6.2,0,168
2032,22.0,94,330,4.1,0,111
2033,22.2,96,310,4.6,0,48
2034,22.0,94,250,8.2,0,16
2035,20.0,94,0,0.0,0,0
2036,18.6,98,280,4.1,0,0
2037,18.0,100,270,5.1,0,0
2038,19.0,88,230,10.3,0,0
2039,18.6,87,220,8.2,0,0
2040,18.0,88,210,7.2,0,0
2041,18.4,83,210,8.7,0,0
2042,18.8,78,190,10.3,0,0
2043,19.0,78,200,6.2,0,0
2044,18.0,68,200,8.2,0,0
2045,17.6,67,190,6.2,0,0
2046,17.0,72,310,4.1,0,0
2047,16.0,82,340,2.6,22,41
2048,18.6,77,330,2.1,320,122
2049,21.0,64,240,3.6,554,157
2050,22.0,53,0,0.0,736,142
2051,22.2,59,190,4.1,794,150
2052,22.0,50,190,3.1,859,125
2053,22.0,53,180,4.1,852,125
2054,22.6,55,160,3.6,795,137
2055,22.0,57,170,3.6,717,130
2056,22.0,57,140,2.6,538,128
2057,21.2,58,100,1.5,233,98
2058,19.6,66,0,0.0,0,16
2059,18.0,77,70,2.6,0,0
2060,18.2,76,70,3.1,0,0
2061,17.0,82,70,4.1,0,0
2062,17.0,77,60,4.1,0,0
2063,16.8,79,50,5.7,0,0
2064,16.0,82,30,7.2,0,0
2065,15.5,89,30,6.7,0,0
2066,15.0,88,20,6.2,0,0
2067,15.4,87,20,5.8,0,0
2068,15.8,85,20,5.5,0,0
2069,16.2,82,360,5.1,0,0
2070,16.0,88,20,6.2,0,0
2071,16.0,82,10,8.8,0,29
2072,15.8,86,10,6.2,84,130
2073,17.0,82,330,3.6,69,249
2074,19.0,73,330,4.6,93,308
2075,20.0,73,40,5.7,59,352
2076,23.0,61,30,6.7,5,368
2077,22.0,64,40,4.1,3,303
2078,20.4,77,20,5.1,5,206
2079,17.0,88,90,5.1,0,167
2080,17.0,94,130,5.1,0,108
2081,17.0,94,110,5.7,0,46
2082,18.0,88,130,4.6,0,5
2083,17.0,82,120,6.2,0,0
2084,17.0,90,110,3.1,0,0
2085,17.0,100,100,5.1,0,0
2086,17.1,95,120,3.6,0,0
2087,17.2,97,90,2.1,0,0
2088,16.0,100,0,0.0,0,0
2089,15.0,100,270,3.1,0,0
2090,14.0,100,270,3.6,0,0
2091,14.0,100,270,4.6,0,0
2092,14.0,100,270,4.1,0,0
2093,14.0,100,290,4.6,0,0
2094,15.0,94,290,4.6,0,0
2095,16.0,100,260,4.6,15,38
2096,17.6,90,240,7.7,313,120
2097,19.0,68,230,8.2,554,155
2098,21.0,46,230,10.3,700,165
2099,21.2,44,240,10.3,791,155
2100,21.0,43,250,10.3,845,136
2101,22.0,37,250,10.3,847,132
2102,22.6,33,270,10.8,814,128
2103,21.8,37,270,9.8,714,132
2104,21.0,42,270,8.7,510,137
2105,20.2,48,230,7.7,237,91
2106,18.0,59,230,3.1,0,14
2107,16.0,67,0,0.0,0,0
2108,15.0,74,330,4.1,0,0
2109,14.0,82,330,3.1,0,0
2110,13.0,88,340,3.6,0,0
2111,13.2,87,320,4.1,0,0
2112,12.6,90,320,3.9,0,0
2113,12.0,94,320,3.6,0,0
2114,12.2,91,320,3.6,0,0
2115,12.0,94,330,4.1,0,0
2116,11.0,94,340,4.1,0,0
2117,10.6,93,350,4.1,0,0
2118,10.0,100,350,5.1,0,0
2119,12.0,94,350,4.6,14,37
2120,15.2,84,350,4.6,317,118
2121,19.0,60,360,7.2,513,174
2122,21.0,46,320,9.8,699,164
2123,22.6,43,310,8.2,786,156
2124,23.0,38,320,8.2,844,135
2125,24.0,38,330,7.7,837,135
2126,24.6,37,310,7.2,800,131
2127,25.0,36,340,8.2,704,133
2128,24.0,38,330,6.7,504,136
2129,23.4,46,350,6.2,218,91
2130,20.0,60,360,4.1,0,13
2131,19.0,60,350,6.2,0,0
2132,17.4,69,350,5.1,0,0
2133,17.0,68,340,6.2,0,0
2134,17.0,72,350,6.2,0,0
2135,17.0,69,360,6.2,0,0
2136,16.0,73,360,6.2,0,0
2137,15.0,77,340,6.2,0,0
2138,15.0,75,350,5.1,0,0
2139,14.0,82,340,5.1,0,0
2140,14.0,77,340,6.2,0,0
2141,14.6,75,350,8.2,0,0
2142,14.8,77,350,8.0,0,0
2143,15.0,77,350,7.7,10,36
2144,18.6,65,350,4.1,317,117
2145,21.3,57,350,6.1,553,152
2146,24.0,50,350,8.2,729,139
2147,24.8,49,360,7.7,794,144
2148,26.0,48,360,7.7,845,125
2149,27.0,45,360,9.8,841,124
2150,27.8,41,350,8.2,789,132
2151,28.0,40,350,9.3,709,124
2152,27.0,42,350,6.7,524,122
2153,26.2,48,350,3.6,209,90
2154,22.5,59,360,4.1,0,12
2155,21.6,61,360,5.1,0,0
2156,20.6,64,360,6.2,0,0
2157,19.6,66,350,6.2,0,0
2158,18.3,69,360,6.2,0,0
2159,16.9,73,360,5.1,0,0
2160,15.5,77,10,6.2,0,0
2161,14.3,81,360,5.1,0,0
2162,13.5,85,350,4.1,0,0
2163,13.0,87,360,5.1,0,0
2164,12.6,89,360,3.1,0,0
2165,12.3,91,360,5.1,0,0
2166,13.0,88,10,6.2,0,0
2167,14.0,82,350,3.1,16,35
2168,17.0,77,360,5.1,332,114
2169,20.0,64,360,5.1,522,169
2170,22.0,60,360,6.2,752,125
2171,23.3,57,360,4.1,799,140
2172,24.0,54,350,4.1,853,120
2173,25.0,47,360,4.1,827,136
2174,25.9,49,10,5.1,795,128
2175,25.0,50,350,6.2,718,120
2176,25.0,44,350,5.1,543,116
2177,22.8,55,350,3.6,222,87
2178,21.0,64,350,1.5,0,12
2179,20.0,68,10,2.6,0,0
2180,20.2,72,190,3.6,0,0
2181,20.0,73,190,3.6,0,0
2182,20.0,88,180,3.1,0,0
2183,19.0,95,0,0.0,0,0
2184,19.0,94,0,0.0,0,0
2185,18.0,94,0,0.0,0,0
2186,17.6,90,0,0.0,0,0
2187,17.0,94,0,0.0,0,0
2188,17.0,94,260,3.1,0,0
2189,18.4,93,210,7.7,0,0
2190,18.0,94,200,5.7,0,0
2191,18.0,88,200,6.7,6,34
2192,18.4,80,190,6.2,229,119
2193,19.0,73,190,6.2,536,154
2194,19.0,68,190,7.2,739,132
2195,19.3,66,210,6.2,804,136
2196,20.0,64,220,4.1,856,117
2197,20.0,64,230,4.1,825,135
2198,18.8,68,220,4.1,799,125
2199,19.0,64,220,5.1,722,117
2200,18.0,64,210,5.1,542,114
2201,17.2,66,210,4.1,231,82
2202,15.0,72,210,2.6,0,11
2203,14.0,77,210,3.1,0,0
2204,15.0,71,0,0.0,0,0
2205,13.0,82,0,0.0,0,0
2206,12.0,88,0,0.0,0,0
2207,10.6,90,0,0.0,0,0
2208,11.0,82,360,3.1,0,0
2209,10.0,87,340,3.1,0,0
2210,9.8,90,340,3.1,0,0
2211,10.0,93,340,3.1,0,0
2212,8.0,87,320,3.1,0,0
2213,9.4,92,320,3.1,0,0
2214,9.0,93,340,3.1,0,0
2215,11.0,94,330,1.5,8,33
2216,14.1,85,350,1.5,331,111
2217,17.0,72,20,2.6,522,166
2218,18.0,64,30,5.7,746,128
2219,19.5,59,40,6.2,810,132
2220,20.0,56,40,6.2,836,132
2221,21.0,53,30,6.7,833,130
2222,21.9,50,40,7.2,805,120
2223,22.0,46,10,6.7,708,124
2224,22.0,50,350,6.7,538,113
2225,21.3,56,350,4.1,213,83
2226,18.0,73,20,4.1,0,10
2227,18.0,73,20,4.1,0,0
2228,16.5,80,10,3.1,0,0
2229,16.0,82,360,2.6,0,0
2230,16.0,82,0,0.0,0,0
2231,15.0,90,0,0.0,0,0
2232,15.0,94,330,3.1,0,0
2233,15.0,88,350,3.1,0,0
2234,15.2,90,330,3.1,0,0
2235,15.0,94,360,3.1,0,0
2236,15.0,94,340,3.1,0,0
2237,15.3,92,330,4.1,0,0
2238,15.0,94,340,3.6,0,0
2239,15.7,93,340,2.8,0,31
2240,16.4,90,340,2.1,274,102
2241,19.0,83,280,1.5,394,184
2242,21.0,78,180,3.6,596,169
2243,21.0,78,150,3.6,683,170
2244,21.0,64,150,4.4,679,207
2245,21.0,78,150,5.1,735,162
2246,21.1,62,140,5.7,710,157
2247,21.0,53,140,4.6,714,115
2248,20.0,56,140,4.6,534,112
2249,19.5,56,140,5.7,219,78
2250,18.7,61,140,4.4,0,10
2251,18.0,64,110,3.1,0,0
2252,18.4,66,110,3.1,0,0
2253,18.0,59,110,3.1,0,0
2254,17.0,72,80,2.6,0,0
2255,15.6,77,70,1.5,0,0
2256,15.0,77,50,2.1,0,0
2257,14.7,78,50,1.0,0,0
2258,14.4,77,0,0.0,0,0
2259,14.0,77,0,0.0,0,0
2260,14.0,82,0,0.0,0,0
2261,13.2,79,50,3.1,0,0
2262,13.0,82,40,1.5,0,0
2263,14.0,82,0,0.0,0,31
2264,16.4,84,50,2.6,227,115
2265,18.0,83,30,2.6,156,245
2266,18.0,88,0,0.0,99,287
2267,17.5,91,190,3.1,9,204
2268,18.0,88,190,3.1,4,224
2269,18.0,94,170,5.1,4,218
2270,17.8,88,150,7.7,2,196
2271,17.0,88,90,6.2,22,227
2272,18.0,88,80,5.1,60,168
2273,17.1,90,90,4.1,11,82
2274,17.0,94,0,0.0,0,6
2275,17.0,94,70,6.7,0,0
2276,16.4,96,0,0.0,0,0
2277,17.0,94,0,0.0,0,0
2278,16.0,100,220,2.6,0,0
2279,15.6,99,0,0.0,0,0
2280,14.0,100,0,0.0,0,0
2281,14.0,100,0,0.0,0,0
2282,16.0,98,0,0.0,0,0
2283,16.0,100,260,2.6,0,0
2284,16.0,100,250,2.6,0,0
2285,16.4,98,240,2.6,0,0
2286,16.0,100,220,2.6,0,0
2287,16.0,100,0,0.0,0,30
2288,18.0,94,0,0.0,308,111
2289,20.0,83,200,3.1,602,119
2290,20.0,83,200,3.1,793,89
2291,20.8,74,190,2.6,789,136
2292,20.9,73,190,3.4,814,137
2293,21.0,78,190,4.1,850,104
2294,21.2,71,190,4.1,783,124
2295,21.0,73,190,3.1,710,111
2296,21.0,73,190,2.6,514,112
2297,20.4,77,0,0.0,191,77
2298,19.0,83,0,0.0,0,8
2299,18.0,88,0,0.0,0,0
2300,16.0,94,0,0.0,0,0
2301,16.0,94,0,0.0,0,0
2302,15.0,94,0,0.0,0,0
2303,14.4,98,0,0.0,0,0
2304,14.0,100,0,0.0,0,0
2305,13.0,100,0,0.0,0,0
2306,13.4,100,360,2.1,0,0
2307,14.0,100,30,2.1,0,0
2308,12.0,100,20,3.1,0,0
2309,13.2,100,30,3.1,0,0
2310,12.0,100,40,2.1,0,0
2311,13.0,100,30,2.6,0,28
2312,17.2,90,0,0.0,317,107
2313,20.0,78,50,3.6,502,164
2314,22.0,73,70,4.1,790,89
2315,22.9,64,90,7.2,787,135
2316,23.0,65,120,6.2,779,152
2317,23.0,65,60,7.2,574,250
2318,24.4,51,70,6.7,183,332
2319,23.0,57,100,4.1,94,249
2320,21.0,78,170,7.2,16,139
2321,20.4,77,160,6.2,0,34
2322,20.0,83,160,7.2,0,2
2323,20.0,83,170,10.3,0,0
2324,20.2,81,120,8.2,0,0
2325,20.0,73,120,8.2,0,0
2326,17.0,94,140,4.1,0,0
2327,16.6,94,110,4.1,0,0
2328,18.0,94,120,5.1,0,0
2329,18.0,100,90,5.1,0,0
2330,18.1,96,0,0.0,0,0
2331,18.0,100,0,0.0,0,0
2332,18.0,100,0,0.0,0,0
2333,18.6,95,0,0.0,0,0
2334,19.0,94,60,7.2,0,0
2335,19.0,94,110,2.1,0,16
2336,20.6,89,120,3.6,83,113
2337,21.0,88,110,3.1,357,184
2338,23.0,78,90,3.6,632,162
2339,23.2,77,50,6.7,814,106
2340,24.0,74,50,5.1,832,113
2341,25.0,69,20,5.1,833,109
2342,25.2,64,20,4.1,811,98
2343,25.0,74,110,3.1,721,96
2344,24.0,83,110,2.1,530,97
2345,23.0,84,120,2.1,190,70
2346,22.0,88,0,0.0,0,7
2347,21.0,88,0,0.0,0,0
2348,20.4,89,40,3.1,0,0
2349,20.0,88,30,3.6,0,0
2350,19.0,94,40,4.1,0,0
2351,18.0,96,20,3.6,0,0
2352,18.0,100,20,4.1,0,0
2353,17.0,100,20,3.6,0,0
2354,17.2,98,20,4.1,0,0
2355,17.0,100,20,4.1,0,0
2356,17.0,100,30,7.7,0,0
2357,18.0,98,40,4.1,0,0
2358,17.0,100,20,3.1,0,0
2359,19.0,94,110,7.2,0,24
2360,19.3,98,360,6.7,0,58
2361,20.0,49,340,5.7,18,177
2362,22.0,88,350,6.2,104,273
2363,23.1,79,340,6.7,209,330
2364,24.0,74,340,5.1,430,298
2365,24.0,74,320,5.7,628,203
2366,25.0,68,180,4.6,732,126
2367,22.0,88,180,2.1,701,104
2368,22.0,88,130,2.1,531,95
2369,21.8,88,100,2.6,185,68
2370,20.0,100,90,3.1,0,6
2371,20.0,94,60,3.1,0,0
2372,19.4,98,60,3.1,0,0
2373,19.0,94,40,3.1,0,0
2374,18.0,94,310,3.1,0,0
2375,17.8,98,340,3.1,0,0
2376,18.0,94,360,4.1,0,0
2377,17.0,100,340,3.1,0,0
2378,16.8,98,320,3.1,0,0
2379,17.0,100,330,3.1,0,0
2380,17.0,94,360,3.1,0,0
2381,16.8,96,360,3.1,0,0
2382,17.0,94,360,3.1,0,0
2383,17.0,94,10,4.1,0,26
2384,19.7,95,360,2.6,217,129
2385,22.0,88,340,3.6,584,119
2386,24.0,74,310,5.1,771,92
2387,25.2,67,280,6.7,739,137
2388,24.0,69,250,7.7,566,229
2389,19.0,94,190,13.9,213,345
2390,16.1,94,180,13.9,1,188
2391,16.0,82,170,12.4,0,146
2392,16.0,82,160,10.3,0,89
2393,15.0,93,160,9.3,0,30
2394,15.0,94,160,8.2,0,2
2395,16.0,72,160,9.3,0,0
2396,16.0,71,150,8.2,0,0
2397,16.0,72,150,9.3,0,0
2398,16.0,68,160,6.2,0,0
2399,16.0,57,150,5.1,0,0
2400,16.0,59,150,9.3,0,0
2401,15.0,63,150,7.2,0,0
2402,14.8,57,150,6.2,0,0
2403,15.0,55,170,5.1,0,0
2404,14.0,59,150,5.1,0,0
2405,14.2,61,140,4.1,0,0
2406,14.0,59,130,4.1,0,0
2407,14.0,63,150,3.1,0,26
2408,15.8,57,150,5.1,257,119
2409,16.0,55,150,5.1,546,143
2410,17.0,52,140,5.1,746,119
2411,17.0,55,140,5.1,819,115
2412,17.0,52,120,4.1,839,120
2413,17.0,55,120,5.1,830,120
2414,17.1,55,120,4.1,799,111
2415,17.0,59,130,4.1,695,113
2416,17.0,59,140,5.1,481,114
2417,16.2,64,130,4.1,142,72
2418,15.0,72,130,4.1,0,5
2419,16.0,68,120,3.1,0,0
2420,15.8,69,100,5.1,0,0
2421,14.0,77,90,3.1,0,0
2422,14.0,72,80,4.1,0,0
2423,13.0,79,70,4.1,0,0
2424,13.0,82,50,5.1,0,0
2425,14.0,82,50,3.1,0,0
2426,14.0,79,30,2.1,0,0
2427,14.0,88,20,3.1,0,0
2428,14.0,88,30,3.1,0,0
2429,14.4,88,80,2.1,0,0
2430,14.0,88,100,2.1,0,0
2431,14.0,94,0,0.0,0,7
2432,14.4,94,130,2.1,0,56
2433,15.0,94,90,2.1,0,115
2434,16.0,94,0,0.0,0,165
2435,18.5,89,110,2.1,2,198
2436,21.0,83,110,2.1,33,310
2437,21.0,83,130,2.1,113,337
2438,20.9,85,150,2.1,206,298
2439,21.0,78,130,2.1,114,271
2440,20.0,88,120,2.6,118,156
2441,19.6,88,130,2.6,20,62
2442,19.0,94,130,2.1,0,3
2443,19.0,94,120,4.6,0,0
2444,19.4,95,120,4.6,0,0
2445,20.0,94,140,4.1,0,0
2446,20.0,94,170,4.6,0,0
2447,18.1,96,130,4.1,0,0
2448,17.0,100,90,4.1,0,0
2449,17.0,100,70,7.2,0,0
2450,17.0,96,40,5.7,0,0
2451,17.0,94,320,3.1,0,0
2452,16.0,100,0,0.0,0,0
2453,16.2,98,0,0.0,0,0
2454,16.0,100,0,0.0,0,0
2455,16.0,100,0,0.0,0,20
2456,18.0,96,0,0.0,219,102
2457,20.0,94,0,0.0,536,128
2458,21.0,83,180,2.6,730,114
2459,21.4,83,170,2.6,835,90
2460,21.0,83,180,4.1,843,100
2461,21.0,83,170,4.1,828,103
2462,21.0,83,170,4.1,773,103
2463,21.0,83,170,4.1,610,122
2464,20.0,88,180,4.1,300,133
2465,19.7,89,170,4.1,31,57
2466,19.0,88,140,3.1,0,3
2467,19.0,88,120,4.1,0,0
2468,19.2,91,100,3.1,0,0
2469,19.0,94,130,4.1,0,0
2470,19.0,94,110,2.6,0,0
2471,17.6,96,0,0.0,0,0
2472,17.0,100,0,0.0,0,0
2473,16.0,100,0,0.0,0,0
2474,15.8,100,0,0.0,0,0
2475,16.0,94,50,2.6,0,0
2476,16.0,100,0,0.0,0,0
2477,14.6,98,0,0.0,0,0
2478,16.0,100,0,0.0,0,0
2479,16.0,100,30,3.1,0,23
2480,18.0,96,30,4.1,191,122
2481,21.0,83,360,6.2,532,117
2482,22.0,78,360,6.2,586,156
2483,23.0,76,10,5.1,555,205
2484,24.5,71,10,6.1,466,259
2485,26.0,65,10,7.2,339,298
2486,25.6,70,360,5.1,170,314
2487,27.0,66,10,8.2,304,201
2488,26.0,70,10,4.1,282,129
2489,24.6,80,60,3.1,84,62
2490,22.0,94,350,4.1,0,3
2491,21.0,88,60,5.1,0,0
2492,20.8,88,50,6.2,0,0
2493,18.0,100,250,7.7,0,0
2494,18.0,100,20,6.2,0,0
2495,18.0,98,50,8.2,0,0
2496,18.0,100,20,5.1,0,0
2497,18.0,100,20,9.3,0,0
2498,18.6,95,360,6.2,0,0
2499,18.0,100,30,8.2,0,0
2500,18.0,94,50,6.2,0,0
2501,18.0,100,50,6.2,0,0
2502,17.0,100,30,8.2,0,0
2503,17.0,100,10,7.2,0,15
2504,17.2,98,50,11.3,80,103
2505,18.0,94,70,7.2,147,195
2506,19.0,88,10,6.7,133,299
2507,20.1,84,10,6.7,118,377
2508,21.0,78,10,8.2,120,406
2509,22.0,78,10,8.8,119,395
2510,21.9,79,350,9.8,115,347
2511,21.0,83,330,7.7,94,224
2512,21.0,88,310,4.6,9,122
2513,20.6,91,320,3.1,0,25
2514,20.0,94,330,5.1,0,1
2515,19.0,94,310,3.1,0,0
2516,18.4,98,310,2.6,0,0
2517,17.0,100,350,3.1,0,0
2518,17.0,100,350,3.1,0,0
2519,16.8,100,350,3.1,0,0
2520,17.0,100,10,3.1,0,0
2521,16.0,100,20,3.1,0,0
2522,16.0,100,360,3.1,0,0
2523,15.0,100,340,3.1,0,0
2524,16.0,100,0,0.0,0,0
2525,14.8,100,0,0.0,0,0
2526,15.0,100,0,0.0,0,0
2527,16.0,94,80,3.1,0,10
2528,17.0,100,30,4.1,13,90
2529,18.0,94,40,5.1,82,184
2530,21.0,93,40,5.1,124,275
2531,23.0,87,40,5.7,173,335
2532,24.0,69,60,4.6,120,402
2533,24.0,74,70,5.1,118,392
2534,23.2,82,100,5.7,114,343
2535,22.0,88,120,4.6,148,239
2536,22.0,88,110,3.6,113,146
2537,21.5,90,90,3.1,9,54
2538,21.0,88,80,3.1,0,2
2539,21.0,88,80,6.2,0,0
2540,20.6,89,60,7.2,0,0
2541,21.0,88,50,9.3,0,0
2542,21.0,88,20,9.3,0,0
2543,20.2,93,360,7.2,0,0
2544,20.0,94,20,12.9,0,0
2545,20.0,100,350,15.4,0,0
2546,16.0,92,260,18.0,0,0
2547,16.0,82,250,9.3,0,0
2548,16.0,77,270,15.4,0,0
2549,13.7,80,270,15.4,0,0
2550,12.0,82,270,15.4,0,0
2551,12.0,82,280,15.4,0,15
2552,12.0,73,270,16.4,75,103
2553,13.0,62,270,18.0,148,195
2554,12.0,71,260,17.5,147,292
2555,12.2,70,260,20.6,236,300
2556,13.0,67,260,20.6,239,323
2557,14.0,67,260,18.0,237,315
2558,14.3,71,220,15.4,227,276
2559,13.0,72,230,18.0,353,202
2560,13.0,67,240,15.4,327,132
2561,12.0,78,240,12.3,93,59
2562,12.0,76,260,11.3,0,2
2563,13.0,62,240,14.4,0,0
2564,13.2,60,220,15.4,0,0
2565,13.0,62,220,16.0,0,0
2566,13.0,58,220,15.4,0,0
2567,12.8,62,220,13.9,0,0
2568,13.0,58,210,14.4,0,0
2569,12.0,58,220,12.4,0,0
2570,12.0,57,210,12.1,0,0
2571,12.0,58,210,11.8,0,0
2572,12.0,62,210,9.8,0,0
2573,12.2,66,220,9.8,0,0
2574,11.0,82,250,9.3,0,0
2575,12.0,76,250,8.2,0,15
2576,12.4,74,250,8.2,75,101
2577,13.0,72,260,10.3,282,176
2578,13.0,67,260,9.3,465,208
2579,15.0,59,280,9.3,614,199
2580,15.0,55,270,7.7,730,161
2581,14.0,59,270,9.3,790,124
2582,14.8,58,250,6.2,776,107
2583,14.0,63,260,9.8,680,106
2584,15.0,63,240,6.2,478,97
2585,13.2,66,240,4.6,103,58
2586,12.0,71,220,3.1,0,2
2587,11.0,76,240,2.1,0,0
2588,11.0,74,0,0.0,0,0
2589,10.0,76,0,0.0,0,0
2590,8.0,87,0,0.0,0,0
2591,9.4,80,0,0.0,0,0
2592,6.0,87,360,4.1,0,0
2593,6.0,93,350,5.1,0,0
2594,6.6,95,340,4.1,0,0
2595,6.0,100,330,3.1,0,0
2596,7.0,93,330,4.1,0,0
2597,6.8,92,320,4.1,0,0
2598,6.0,93,330,4.1,0,0
2599,7.0,93,30,2.6,0,21
2600,9.6,87,10,2.1,245,107
2601,13.0,77,60,2.1,522,136
2602,14.0,67,60,3.6,691,124
2603,16.0,60,60,6.2,529,221
2604,17.0,55,50,6.2,582,207
2605,17.0,55,30,5.7,579,201
2606,17.9,55,50,6.2,549,182
2607,18.0,52,30,6.2,453,167
2608,18.0,52,40,5.7,326,117
2609,16.0,63,50,2.1,56,54
2610,14.0,72,70,2.1,0,1
2611,13.0,72,70,3.6,0,0
2612,12.6,76,60,4.6,0,0
2613,12.0,82,70,4.1,0,0
2614,12.0,82,80,4.1,0,0
2615,11.8,84,80,5.1,0,0
2616,12.0,88,80,4.1,0,0
2617,12.0,88,70,3.1,0,0
2618,12.0,89,80,4.6,0,0
2619,12.0,88,70,2.6,0,0
2620,12.0,88,0,0.0,0,0
2621,12.2,89,0,0.0,0,0
2622,12.0,94,0,0.0,0,0
2623,13.0,94,50,2.1,0,9
2624,14.0,90,50,3.1,0,49
2625,15.0,94,30,4.1,0,106
2626,16.0,88,20,4.1,0,155
2627,16.4,94,60,2.6,2,187
2628,18.0,86,50,1.5,3,201
2629,18.0,88,10,5.1,2,195
2630,18.1,88,30,3.6,1,171
2631,18.0,88,30,3.6,0,129
2632,18.0,88,40,3.6,0,74
2633,17.3,94,0,0.0,0,20
2634,17.0,94,50,2.6,0,0
2635,17.0,100,0,0.0,0,0
2636,17.0,98,0,0.0,0,0
2637,17.0,94,0,0.0,0,0
2638,17.0,94,0,0.0,0,0
2639,16.8,98,60,2.1,0,0
2640,17.0,94,0,0.0,0,0
2641,17.0,100,0,0.0,0,0
2642,17.0,96,0,0.0,0,0
2643,17.0,100,30,3.1,0,0
2644,17.0,100,360,3.1,0,0
2645,17.0,98,0,0.0,0,0
2646,17.2,98,0,1.2,0,0
2647,17.4,98,0,2.4,0,6
2648,17.6,98,200,3.6,0,48
2649,17.0,100,150,4.1,0,105
2650,18.0,100,150,3.1,0,153
2651,18.1,99,210,4.1,2,185
2652,19.0,94,210,5.1,3,198
2653,18.0,94,240,6.7,3,193
2654,18.2,94,230,5.1,1,169
2655,17.0,100,220,3.6,0,127
2656,17.0,94,0,0.0,0,73
2657,17.0,94,0,0.0,0,19
2658,17.0,94,0,0.0,0,0
2659,17.0,94,0,0.0,0,0
2660,16.2,98,0,0.0,0,0
2661,16.0,100,0,0.0,0,0
2662,16.0,100,0,0.0,0,0
2663,16.4,98,0,0.0,0,0
2664,16.0,100,0,0.0,0,0
2665,16.0,100,0,0.0,0,0
2666,16.0,98,0,0.0,0,0
2667,16.0,100,0,0.0,0,0
2668,16.0,100,0,0.0,0,0
2669,16.2,100,0,0.0,0,0
2670,17.0,94,150,2.1,0,0
2671,16.0,72,160,3.6,0,15
2672,17.1,94,130,4.1,229,85
2673,18.0,88,160,4.6,333,152
2674,18.0,94,140,4.6,342,206
2675,18.2,93,130,4.6,177,318
2676,18.0,88,130,4.6,107,325
2677,17.0,94,140,5.1,23,286
2678,16.3,96,110,9.8,1,168
2679,16.0,100,140,3.6,0,125
2680,16.0,100,120,4.6,0,71
2681,16.0,94,110,4.1,0,18
2682,16.0,100,120,4.6,0,0
2683,16.0,100,100,8.2,0,0
2684,16.7,96,120,6.7,0,0
2685,17.0,100,140,5.1,0,0
2686,17.0,94,150,6.2,0,0
2687,17.0,94,160,5.1,0,0
2688,16.0,100,150,5.1,0,0
2689,17.0,94,150,5.1,0,0
2690,17.0,90,140,5.1,0,0
2691,17.0,94,140,6.2,0,0
2692,17.0,94,130,5.1,0,0
2693,17.0,92,150,5.1,0,0
2694,17.0,94,150,5.7,0,0
2695,17.0,94,140,6.7,0,5
2696,17.6,91,140,3.6,0,47
2697,18.0,88,130,3.1,14,154
2698,19.0,88,100,3.1,102,244
2699,19.0,85,160,2.6,196,304
2700,19.0,83,160,2.6,107,322
2701,18.0,94,180,3.6,32,277
2702,18.2,90,170,4.1,1,166
2703,18.0,94,150,3.6,0,124
